INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
268592827,05/20/2023,16:30:00,BRONX,INSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,BLACK,"1,027,228","237,469",40.818369,-73.844726,POINT (-73.844726 40.818369)
274885238,09/24/2023,18:22:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),N,<18,M,BLACK,25-44,M,BLACK HISPANIC,"1,000,630","197,598",40.709023,-73.940918,POINT (-73.940918 40.709023)
275142941,09/29/2023,00:30:00,QUEENS,OUTSIDE,102,0,STREET,PVT HOUSE,N,25-44,M,BLACK,25-44,F,BLACK,"1,033,435","193,797",40.69847,-73.822618,POINT (-73.822618 40.69847)
266537340,04/11/2023,16:18:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,18-24,F,BLACK,25-44,M,BLACK HISPANIC,"1,001,312","231,864",40.80307253,-73.93837142,POINT (-73.93837142 40.80307253)
264417853,03/01/2023,19:00:00,BRONX,OUTSIDE,52,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),<18,M,BLACK,"1,019,142","259,107",40.877795,-73.873827,POINT (-73.873827 40.877795)
264266620,02/25/2023,22:58:00,BRONX,OUTSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,"1,007,972","244,066",40.83655,-73.914272,POINT (-73.914272 40.83655)
272420121,08/04/2023,23:06:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,"1,007,944","184,002",40.671689,-73.914583,POINT (-73.914583 40.671689)
263078583,02/05/2023,14:00:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,JEWELRY STORE,N,45-64,M,WHITE HISPANIC,18-24,M,WHITE,"981,629","174,612",40.645947,-74.009444,POINT (-74.009444 40.645947)
273080888,08/17/2023,22:03:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,"1,017,969","243,672",40.835435,-73.878146,POINT (-73.878146 40.835435)
268864859,05/25/2023,01:30:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK HISPANIC,"1,017,192","182,303",40.666997,-73.881254,POINT (-73.881254 40.666997)
273520490,08/26/2023,04:39:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,"1,008,744","194,130",40.699486,-73.911662,POINT (-73.911662 40.699486)
268970252,05/28/2023,14:30:00,STATEN ISLAND,OUTSIDE,122,0,STREET,(null),N,<18,M,BLACK HISPANIC,18-24,F,BLACK,"961,787","156,866",40.597211,-74.080884,POINT (-74.080884 40.597211)
262747863,01/30/2023,07:25:00,BRONX,OUTSIDE,41,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,"1,012,238","239,444",40.82384965,-73.89887473,POINT (-73.89887473 40.82384965)
272166516,07/31/2023,04:00:00,BRONX,OUTSIDE,43,0,STREET,(null),N,25-44,F,BLACK HISPANIC,18-24,F,BLACK,"1,025,046","233,605",40.807775,-73.85263,POINT (-73.85263 40.807775)
270719378,07/02/2023,21:40:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,"1,009,601","247,515",40.846012,-73.908369,POINT (-73.908369 40.846012)
269307858,06/02/2023,18:20:00,BRONX,OUTSIDE,47,0,STREET,PVT HOUSE,Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,"1,020,708","257,825",40.87427,-73.868169,POINT (-73.868169 40.87427)
274784927,09/21/2023,21:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,"1,008,850","245,976",40.84179,-73.911091,POINT (-73.911091 40.84179)
263073499,02/04/2023,18:55:00,BROOKLYN,OUTSIDE,75,0,STREET,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,"1,023,026","183,608",40.670555,-73.860214,POINT (-73.860214 40.670555)
267683271,05/03/2023,13:54:00,BRONX,OUTSIDE,46,0,STREET,(null),N,45-64,M,WHITE HISPANIC,25-44,F,BLACK HISPANIC,"1,012,618","253,306",40.861898,-73.897441,POINT (-73.897441 40.861898)
269652510,06/09/2023,20:08:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK HISPANIC,"1,005,216","235,339",40.812604,-73.924256,POINT (-73.924256 40.812604)
264319317,02/27/2023,08:16:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,"1,014,450","179,477",40.659248,-73.89115,POINT (-73.89115 40.659248)
270214032,06/21/2023,23:15:00,BRONX,INSIDE,47,0,DWELLING,PVT HOUSE,N,(null),(null),(null),25-44,M,BLACK,"1,023,510","258,943",40.877327,-73.85803,POINT (-73.85803 40.877327)
263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,60,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),25-44,M,BLACK,"984,503","148,779",40.575042,-73.999086,POINT (-73.999086 40.575042)
273846994,09/03/2023,04:07:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,008,056","194,042",40.699245,-73.914143,POINT (-73.914143 40.699245)
270939176,07/06/2023,23:08:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,"951,999","168,438",40.628941186484326,-74.11618787789033,POINT (-74.11618787789033 40.628941186484326)
272467301,08/06/2023,13:01:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,"960,729","163,208",40.614616,-74.084716,POINT (-74.084716 40.614616)
270373348,06/25/2023,01:14:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,"1,014,409","244,146",40.836749,-73.891009,POINT (-73.891009 40.836749)
271171077,07/11/2023,17:47:00,BRONX,OUTSIDE,52,0,STREET,(null),N,18-24,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,"1,012,759","254,893",40.86625092849689,-73.8969265960367,POINT (-73.8969265960367 40.86625092849689)
271021661,07/08/2023,11:27:00,QUEENS,OUTSIDE,102,0,STREET,BEAUTY/NAIL SALON,N,25-44,M,WHITE HISPANIC,65+,M,ASIAN / PACIFIC ISLANDER,"1,028,856","192,785",40.695717,-73.839138,POINT (-73.839138 40.695717)
274939047,09/25/2023,04:54:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,008,934","218,940",40.76758161783441,-73.91088798914703,POINT (-73.91088798914703 40.76758161783441)
265584225,03/23/2023,18:42:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,009,904","180,751",40.662761,-73.907529,POINT (-73.907529 40.662761)
261712056,01/10/2023,21:33:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,"1,005,161","177,009",40.65250076,-73.92463916,POINT (-73.92463916 40.65250076)
268958472,05/27/2023,16:54:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,"1,009,143","242,912",40.83338,-73.910044,POINT (-73.910044 40.83338)
268638979,05/22/2023,04:20:00,QUEENS,OUTSIDE,108,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,"1,012,629","212,283",40.74929877,-73.89757673,POINT (-73.89757673 40.74929877)
266828893,04/17/2023,14:58:00,BRONX,OUTSIDE,49,0,STREET,(null),Y,<18,M,BLACK,18-24,M,BLACK,"1,027,279","256,106",40.8695214,-73.84442228,POINT (-73.84442228 40.8695214)
268002604,05/09/2023,21:38:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,"998,969","229,216",40.795809,-73.946837,POINT (-73.946837 40.795809)
263693794,02/15/2023,18:41:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,001,088","183,604",40.670612,-73.939299,POINT (-73.939299 40.670612)
270836518,07/05/2023,01:35:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,005,425","254,690",40.865714,-73.923441,POINT (-73.923441 40.865714)
270489846,06/27/2023,12:27:00,BRONX,INSIDE,41,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,"1,012,221","238,552",40.821404,-73.898938,POINT (-73.898938 40.821404)
265006011,03/11/2023,13:45:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,"1,002,297","175,828",40.649267,-73.934961,POINT (-73.934961 40.649267)
267560796,05/01/2023,08:00:00,BROOKLYN,OUTSIDE,75,0,PARKING LOT,(null),Y,25-44,M,BLACK,25-44,M,BLACK,"1,014,850","178,248",40.655874,-73.889713,POINT (-73.889713 40.655874)
271104893,07/10/2023,22:48:00,BRONX,OUTSIDE,44,0,STREET,(null),N,<18,M,BLACK,<18,F,BLACK,"1,008,352","243,611",40.83529832929978,-73.9129005141128,POINT (-73.9129005141128 40.83529832929978)
271188186,07/12/2023,00:06:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"995,175","179,809",40.66020409878514,-73.96062301563435,POINT (-73.96062301563435 40.66020409878514)
264144075,02/23/2023,14:52:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),Y,45-64,M,BLACK,45-64,M,BLACK,"999,409","233,697",40.808109,-73.945238,POINT (-73.945238 40.808109)
265339109,03/19/2023,02:14:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK,18-24,M,WHITE HISPANIC,"1,004,343","243,407",40.834751,-73.927388,POINT (-73.927388 40.834751)
270939177,07/05/2023,23:00:00,QUEENS,INSIDE,115,0,DWELLING,PVT HOUSE,Y,25-44,M,BLACK,45-64,F,BLACK,"1,021,707","215,698",40.758641,-73.864791,POINT (-73.864791 40.758641)
274180042,09/09/2023,12:17:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,45-64,M,BLACK,25-44,F,BLACK,"997,256","191,871",40.69330874886407,-73.95309919017043,POINT (-73.95309919017043 40.69330874886407)
270820972,06/18/2023,16:00:00,BROOKLYN,INSIDE,66,0,DWELLING,(null),Y,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"985,567","173,981",40.644215,-73.995253,POINT (-73.995253 40.644215)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,45-64,M,WHITE HISPANIC,25-44,M,BLACK,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
266427566,04/08/2023,18:12:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,019,142","259,107",40.877795,-73.873827,POINT (-73.873827 40.877795)
263891837,02/18/2023,21:10:00,MANHATTAN,OUTSIDE,23,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,"1,000,776","227,613",40.791406,-73.940318,POINT (-73.940318 40.791406)
265354390,03/19/2023,01:48:00,BRONX,OUTSIDE,48,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,BLACK,"1,015,448","250,935",40.855379,-73.88722,POINT (-73.88722 40.855379)
267632709,05/02/2023,09:25:00,MANHATTAN,OUTSIDE,5,0,PLAYGROUND,(null),N,45-64,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,"985,786","199,049",40.71302009,-73.9944594,POINT (-73.9944594 40.71302009)
270373347,06/24/2023,19:45:00,BRONX,OUTSIDE,45,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK HISPANIC,"1,026,992","245,049",40.83917467,-73.84553047,POINT (-73.84553047 40.83917467)
266896911,04/18/2023,06:21:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,"1,014,772","176,527",40.65114986,-73.89000444,POINT (-73.89000444 40.65114986)
268233287,05/14/2023,05:15:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,"1,015,938","211,309",40.746616,-73.885638,POINT (-73.885638 40.746616)
263482954,02/12/2023,03:30:00,BRONX,OUTSIDE,45,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,F,BLACK,"1,027,663","245,832",40.841322,-73.843099,POINT (-73.843099 40.841322)
273194784,08/20/2023,18:15:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"984,147","150,277",40.579154,-74.00037,POINT (-74.00037 40.579154)
271465864,07/17/2023,13:00:00,BROOKLYN,OUTSIDE,62,0,STREET,(null),Y,<18,M,BLACK,<18,M,WHITE,"988,592","164,417",40.617962,-73.98436,POINT (-73.98436 40.617962)
270679295,07/01/2023,15:21:00,BRONX,OUTSIDE,40,0,STREET,(null),N,45-64,M,WHITE HISPANIC,45-64,F,WHITE HISPANIC,"1,010,949","237,365",40.81815,-73.903538,POINT (-73.903538 40.81815)
274622216,09/18/2023,09:23:00,MANHATTAN,OUTSIDE,25,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,F,BLACK,"1,001,666","229,217",40.795807,-73.937099,POINT (-73.937099 40.795807)
274729410,09/20/2023,11:20:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),Y,(null),(null),(null),65+,M,BLACK,"1,001,447","237,377",40.818206,-73.937866,POINT (-73.937866 40.818206)
273010051,08/16/2023,11:09:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,25-44,M,BLACK,45-64,M,WHITE HISPANIC,"1,037,507","195,007",40.701765633436125,-73.80792594429812,POINT (-73.80792594429812 40.701765633436125)
269679452,06/10/2023,04:12:00,BROOKLYN,INSIDE,67,0,COMMERCIAL,COMMERCIAL BLDG,Y,25-44,M,BLACK,25-44,M,BLACK,"1,002,856","170,600",40.634916,-73.932963,POINT (-73.932963 40.634916)
267267402,04/25/2023,12:00:00,BROOKLYN,OUTSIDE,77,0,STREET,PVT HOUSE,N,25-44,M,BLACK,45-64,M,BLACK,"1,003,857","184,542",40.673181,-73.929313,POINT (-73.929313 40.673181)
264250138,02/25/2023,10:02:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,"1,014,862","244,458",40.837603,-73.889368,POINT (-73.889368 40.837603)
270388043,06/25/2023,22:03:00,BRONX,OUTSIDE,46,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,"1,006,648","247,738",40.846633,-73.919041,POINT (-73.919041 40.846633)
261779759,01/09/2023,19:17:00,QUEENS,OUTSIDE,109,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,029,746","219,336",40.768588,-73.83575,POINT (-73.83575 40.768588)
274675144,09/19/2023,20:22:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK HISPANIC,"1,011,755","250,279",,,
268441196,05/12/2023,23:11:00,QUEENS,OUTSIDE,108,0,STREET,GROCERY/BODEGA,N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,"1,005,878","210,176",40.743537,-73.921946,POINT (-73.921946 40.743537)
270758366,07/03/2023,20:14:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,"1,005,495","241,185",40.828648,-73.92323,POINT (-73.92323 40.828648)
269223419,06/02/2023,00:55:00,MANHATTAN,OUTSIDE,5,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"985,708","200,288",40.716423,-73.99474,POINT (-73.99474 40.716423)
270274907,06/22/2023,00:00:00,MANHATTAN,OUTSIDE,34,0,STREET,GROCERY/BODEGA,N,<18,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,"1,003,778","250,869",40.855233,-73.929406,POINT (-73.929406 40.855233)
265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,BLACK,"989,926","192,765",40.695772,-73.979528,POINT (-73.979528 40.695772)
263429758,02/11/2023,02:32:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,006,592","218,612",40.766689,-73.919342,POINT (-73.919342 40.766689)
265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,BLACK,"989,926","192,765",40.695772,-73.979528,POINT (-73.979528 40.695772)
270085084,06/19/2023,00:45:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,034,646","153,480",40.587801,-73.818552,POINT (-73.818552 40.587801)
269652508,06/09/2023,16:12:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,"1,000,582","238,601",40.821566,-73.94099,POINT (-73.94099 40.821566)
274505052,09/15/2023,01:12:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,008,070","166,517",40.62369512973514,-73.91419251023713,POINT (-73.91419251023713 40.62369512973514)
272458923,08/06/2023,06:40:00,BRONX,OUTSIDE,45,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,"1,035,369","247,046",40.844613,-73.815241,POINT (-73.815241 40.844613)
271753273,07/22/2023,22:30:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"1,020,568","239,896",40.825062,-73.868772,POINT (-73.868772 40.825062)
264417852,03/01/2023,12:50:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,025,439","258,185",40.875237,-73.851061,POINT (-73.851061 40.875237)
273520491,08/26/2023,23:07:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,005,882","191,817",40.69314365095801,-73.92199324222423,POINT (-73.92199324222423 40.69314365095801)
269928985,06/15/2023,22:15:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),<18,F,ASIAN / PACIFIC ISLANDER,"1,001,181","189,778",40.6875573,-73.93895055,POINT (-73.93895055 40.6875573)
265246479,03/16/2023,14:22:00,STATEN ISLAND,OUTSIDE,121,0,STREET,(null),N,1028,M,BLACK,25-44,M,BLACK,"942,822","166,353",,,
272718148,08/10/2023,17:30:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,004,579","183,837",40.671245,-73.926713,POINT (-73.926713 40.671245)
262395464,01/23/2023,11:50:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,000,558","231,080",,,
266626263,04/13/2023,00:56:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,"1,009,821","236,558",40.815938,-73.907617,POINT (-73.907617 40.815938)
267879320,05/07/2023,02:58:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,45-64,F,BLACK,"1,005,940","180,257",40.661415,-73.921819,POINT (-73.921819 40.661415)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,45-64,M,BLACK,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
266473082,04/10/2023,22:45:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,<18,M,BLACK,18-24,M,WHITE HISPANIC,"1,001,028","229,571",40.796781,-73.939402,POINT (-73.939402 40.796781)
265584227,03/23/2023,22:10:00,BRONX,OUTSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,023,214","259,205",40.878047,-73.859101,POINT (-73.859101 40.878047)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,Y,18-24,M,BLACK,25-44,M,BLACK,"1,025,687","268,586",40.903785,-73.850098,POINT (-73.850098 40.903785)
272831774,08/13/2023,21:19:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,020,819","188,795",40.684802,-73.868145,POINT (-73.868145 40.684802)
265339108,03/18/2023,22:05:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"998,750","176,748",40.65179719,-73.94774422,POINT (-73.94774422 40.65179719)
272725871,08/11/2023,00:49:00,QUEENS,OUTSIDE,114,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,"1,002,343","216,933",40.76209,-73.934684,POINT (-73.934684 40.76209)
270825478,07/05/2023,02:20:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,"1,009,205","180,903",40.66318,-73.91005,POINT (-73.91005 40.66318)
262409423,01/24/2023,01:05:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,M,BLACK,"1,009,904","180,751",40.662761,-73.907529,POINT (-73.907529 40.662761)
263558473,02/13/2023,18:57:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,"1,016,118","250,525",40.854253,-73.8848,POINT (-73.8848 40.854253)
263623274,02/14/2023,11:54:00,BROOKLYN,OUTSIDE,75,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,"1,014,300","184,310",40.672515,-73.89167,POINT (-73.89167 40.672515)
262316278,01/21/2023,14:50:00,QUEENS,OUTSIDE,113,0,STREET,PVT HOUSE,N,18-24,M,BLACK,18-24,F,BLACK,"1,044,786","187,855",40.682091,-73.781735,POINT (-73.781735 40.682091)
270561414,06/29/2023,00:39:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,M,BLACK,"990,846","192,563",40.695217,-73.976211,POINT (-73.976211 40.695217)
270655017,06/30/2023,22:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,"1,008,286","245,255",40.83981081019311,-73.91313313234699,POINT (-73.91313313234699 40.83981081019311)
271171076,07/11/2023,22:25:00,BRONX,OUTSIDE,43,0,STREET,(null),Y,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,021,042","241,957",40.830717,-73.867048,POINT (-73.867048 40.830717)
264658457,03/06/2023,21:25:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,017,536","180,899",40.66314008,-73.88002193,POINT (-73.88002193 40.66314008)
262699984,01/29/2023,23:50:00,BROOKLYN,OUTSIDE,84,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,"988,740","194,815",40.701399,-73.983806,POINT (-73.983806 40.701399)
266314620,04/06/2023,23:28:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,017,449","238,133",40.820235,-73.880053,POINT (-73.880053 40.820235)
271104892,07/10/2023,18:48:00,STATEN ISLAND,INSIDE,123,0,OTHER,HOSPITAL,N,(null),(null),(null),25-44,M,BLACK,"929,510","127,539",40.516572,-74.196874,POINT (-74.196874 40.516572)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,"1,011,755","250,279",,,
268390098,05/17/2023,06:28:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK HISPANIC,"1,012,305","260,618",40.881967,-73.898543,POINT (-73.898543 40.881967)
274729784,09/20/2023,22:30:00,BROOKLYN,OUTSIDE,76,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK HISPANIC,"987,916","188,504",40.684077,-73.986779,POINT (-73.986779 40.684077)
272944750,08/15/2023,19:28:00,BROOKLYN,INSIDE,71,0,OTHER,GYM/FITNESS FACILITY,N,<18,M,BLACK,<18,M,BLACK,"996,525","182,939",40.668794,-73.95575,POINT (-73.95575 40.668794)
268973603,05/27/2023,21:15:00,QUEENS,INSIDE,113,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,F,BLACK,18-24,F,BLACK,"1,052,364","187,814",40.681921,-73.754415,POINT (-73.754415 40.681921)
266069023,03/31/2023,22:25:00,QUEENS,OUTSIDE,114,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,"1,008,816","219,240",40.768408,-73.911311,POINT (-73.911311 40.768408)
271751340,07/22/2023,22:02:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK HISPANIC,"1,027,440","260,306",40.881048303916906,-73.84381309545137,POINT (-73.84381309545137 40.881048303916906)
273520490,08/26/2023,04:39:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,18-24,M,BLACK HISPANIC,18-24,M,BLACK,"1,008,744","194,130",40.699486,-73.911662,POINT (-73.911662 40.699486)
272189219,08/01/2023,01:22:00,BROOKLYN,OUTSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"995,619","190,845",40.690496,-73.959003,POINT (-73.959003 40.690496)
270373349,06/25/2023,00:30:00,QUEENS,OUTSIDE,114,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,"1,009,724","215,120",40.757097,-73.908048,POINT (-73.908048 40.757097)
272458921,08/05/2023,05:31:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,016,045","246,648",40.84360965797378,-73.88508528375888,POINT (-73.88508528375888 40.84360965797378)
272526413,08/07/2023,16:37:00,BRONX,OUTSIDE,41,0,STREET,COMMERCIAL BLDG,N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,015,533","238,047",40.820006,-73.886973,POINT (-73.886973 40.820006)
271408363,07/16/2023,18:20:00,MANHATTAN,OUTSIDE,25,0,PLAYGROUND,(null),N,18-24,F,BLACK,25-44,F,BLACK,"999,347","232,501",40.804825,-73.945466,POINT (-73.945466 40.804825)
